repository	commit	blob	path	kind	status	review_method	finding_ids	notes
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	852735a0282152c096b3286dd1f1fb2282013dc1	src/components/ui/TeamFinancePanel.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	32d7f79017be179b487684204759a80cfac0e958	src/components/ui/TeamRegistrationFlow.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	778810fb2e35485e8ce8609f5cf71bc59c967f1a	src/components/ui/UserCard.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a93834130a0b0b244862938c064d3c53d641ba81	src/components/ui/__tests__/BillingAddressModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	05fb861ae1fbd130cd4162b490bf9d8947be52c2	src/components/ui/__tests__/CentsInput.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	be1f53faa529be8b2fc75191ba3c45861085b17a	src/components/ui/__tests__/CreateFieldModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a011f44355fea5426a8d25cfa9f70e90d0ebe327	src/components/ui/__tests__/CreateOrganizationModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	7374619f90abaafdbb40e7096cfd493a47aa28ec	src/components/ui/__tests__/CreateRentalSlotModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	afc3911474dc6529d53917cda9829b8db742b961	src/components/ui/__tests__/CreateTeamModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	062afcf439b3c7ce11ffb7262ee0cb9a260880b1	src/components/ui/__tests__/EventCard.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	59a747ed0a06137d27ea2be663fd505e8b9fb802	src/components/ui/__tests__/HostPriceInput.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	9c606adf8a861ca9f98971d7cc8fbb324d3818be	src/components/ui/__tests__/PaymentModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	419c1a324065f6c729f860ae2ccc16e7e43bd2dc	src/components/ui/__tests__/PriceWithFeesPreview.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	cc390e6826f9a4ce5b65b96be4b5c949dab738f0	src/components/ui/__tests__/ProfileImageUploadField.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	9cfc3b32dc1e51628e045417d3c9ac432a54b8b1	src/components/ui/__tests__/ProfileInvitesSection.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	3051118ea71f349eb9b4151400591dcb2300b8bc	src/components/ui/__tests__/RefundRequestsList.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	83405d809658dfd8220d128c3344f6b9ec89eee5	src/components/ui/__tests__/RefundSection.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	5efff9c3a045626b229d2d5e3eda3c8c2833ddc4	src/components/ui/__tests__/TeamCard.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	495a98f670378eb38c137b7192fe8cfa712104f4	src/components/ui/__tests__/TeamDetailModal.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	e8949c743ae3467ca7072e88133c4164c8c486d0	src/components/ui/__tests__/TeamFinancePanel.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	b63454dff725a2b620057b6123f6d653afdc94aa	src/components/ui/__tests__/UserCard.test.tsx	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	1da31cd5055c6547a372ae98746071f559cf5f98	src/components/ui/__tests__/paymentModalCopy.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	15b5529a961cef5e546f507fd8054998f048b5e5	src/components/ui/__tests__/teamRosterCardGridStyles.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	1f5a90f183708ca9b947ea1df9f9e2662fd4a71d	src/components/ui/paymentModalCopy.ts	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f89de2544bc432f2411a3db5feabb9a0a62d7c0b	src/context/AgentContext.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	4f81f80b11668a5220079269163e8914f9043faa	src/context/ChatContext.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	d3046799f414a7d169f2ee6cec9e4e0d0daea5dd	src/context/ChatUIContext.tsx	source	static-reviewed	Static production-source review of exports/call sites, state ownership, async races, mutation/data flow, security boundaries, compatibility fallbacks, accessibility patterns, and failure handling		Reviewed through directory/file inventories and corpus-wide auth, query, external-fetch, code-execution, weak-ID, secret-log, React-effect, legacy/fallback, and direct-mutation scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	d61d4dff4a1c701a76f643621a6371f7ad79be6a	src/generated/prisma/browser.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	207c3d4be73f2451f9cd64359821983e5d886da5	src/generated/prisma/client.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c6abf5f35598d641fa38eab4d42f7464aee431db	src/generated/prisma/commonInputTypes.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	703236218c7b2a131a25cdc40ae44bbfde837048	src/generated/prisma/enums.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	1e6c2df9ca02e8f3d64077c3a414e5dd08e7aba7	src/generated/prisma/internal/class.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	b47111d55cec3b615cb8c855f633e03ee8fe1047	src/generated/prisma/internal/prismaNamespace.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ff4d4227870853e6dc1baaf66c3636c07308eaba	src/generated/prisma/internal/prismaNamespaceBrowser.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ce28b5b9a7a3b06a4e983e1a6d0e0d873a485765	src/generated/prisma/models.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	0545437a507613c8a8839455afbdfdf2d25576f2	src/generated/prisma/models/AccountingSyncRecords.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	846a796c218c79e1ccb60ca38a50fe965c241b2b	src/generated/prisma/models/AffiliateImportCandidates.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	aca3c81d089fba0c8098cc4b2ef2b5d065e9e236	src/generated/prisma/models/AffiliateScrapeMappings.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	55320740a9a23d946dfffc2b7918758c126d7835	src/generated/prisma/models/AffiliateScrapeRuns.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	86608714d3649d6af22c6b7dfff8ba55dec859f4	src/generated/prisma/models/AffiliateScrapeSources.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	fb67d160adeb13319979ceddd03233a1a5044521	src/generated/prisma/models/AiConversationPointer.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f87feb51d63f0a66af202c521d41073b7c740bf7	src/generated/prisma/models/AiPendingConfirmation.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	5d97ec6c5624821033d93e69b26d3ad3d5b038a0	src/generated/prisma/models/AppReleases.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	381de17a805e935d3b5c494c8a4c0c7d2a27749a	src/generated/prisma/models/AuthMfaChallenges.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f74d33ea06770d68b2ba6429b2fcc440334e8903	src/generated/prisma/models/AuthUser.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	baa3bdf69c08e743f43b86d91c9b3c9182177309	src/generated/prisma/models/BillPaymentProofs.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	4bf7029821ff56a8e385c35d0975d6c6deb7e84f	src/generated/prisma/models/BillPayments.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c30c303a76cc5d3922c3ec1c601b6b83a04a2b81	src/generated/prisma/models/Bills.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	7b19841416091698ca99011bb18d4806e150c727	src/generated/prisma/models/BoldSignSyncOperations.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	4dd0a13a1bc99e72860abfaedbbe791168bb3abd	src/generated/prisma/models/BoldSignWebhookEvents.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	182fea15f9bc36d4c27126731aa75292b66bfd07	src/generated/prisma/models/CanonicalTeams.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	2e8ab63cb2d765fc8afd892bed63a08b6a4873df	src/generated/prisma/models/ChatGroup.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	9b4f981244c54ed40fa4c7e61bee4bb7cad8d287	src/generated/prisma/models/DiscountCodeRedemptions.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ea788f1b0b66a38c871164bd94a0e8ec2e5ebe06	src/generated/prisma/models/DiscountCodeReservations.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	49846c419c91e1ad56ede2e88dea7058fe2b0925	src/generated/prisma/models/DiscountCodes.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	991fdd9982fa69b3b9bff0a934b74223292c6c81	src/generated/prisma/models/Discounts.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	1a5641c4041c8af4e91898374093a7172bdd5011	src/generated/prisma/models/Divisions.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	42855b5350c4e0a620f3ac78814e32452e346163	src/generated/prisma/models/EventOfficials.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	b66c789e06b61e6fff7247a8daa6f8660c317a9b	src/generated/prisma/models/EventRegistrations.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f07d3685dac3b62f0987a5bcdf50d7cb33437063	src/generated/prisma/models/EventStaffAssignments.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	131a96cd6ebfb0b9f4bd1590b10d677c451e1f30	src/generated/prisma/models/EventTagAssignments.ts	generated	generated-verified	Verified generated Prisma 7.8.0 client structure against canonical schema model/enum inventory and embedded inline schema	DATA-005	83 canonical models match 83 generated model files; 60 canonical enums match 60 generated enum exports. Generated client remains downstream of canonical prisma/schema.prisma; stale alternate schema risk is tracked in DATA-005.
